genres,id,popularity,production_companies,runtime,vote_average,vote_count,title,collection
"[35, 10402, 10749]",43381,0.05277,[21],77.0,0.0,0.0,Texas Carnival,
"[28, 12, 80, 9648, 53]",34813,12.798367,"[429, 433, 1786, 6194, 9993]",97.0,6.2,522.0,The Losers,
[35],33215,0.85016,[],89.0,6.1,11.0,Tenure,
"[16, 10751, 35]",21036,2.213026,"[9155, 10342]",35.0,6.4,27.0,Panda kopanda,211075
"[18, 10751, 10749]",35690,5.541073,[9195],107.0,7.0,959.0,The Last Song,
"[28, 80, 18, 53]",18406,5.105447,"[1132, 4664, 15566]",99.0,4.6,14.0,Chained Heat,
"[35, 18, 10749]",39053,10.42001,[1645],91.0,6.1,135.0,Cyrus,
[27],37169,12.84585,[5652],92.0,4.9,528.0,The Human Centipede (First Sequence),96671
[18],24805,1.725825,[4],136.0,7.0,10.0,The Ten Commandments,
"[35, 10402, 10749]",43517,0.800156,[6194],121.0,8.3,3.0,This Is the Army,
[],176651,0.297027,[],104.0,7.3,3.0,黑暗之光,
[],121036,0.302673,[],109.0,7.0,3.0,美麗時光,
"[27, 53]",42476,0.37223,[5409],94.0,4.4,8.0,Ben,375886
"[18, 37, 10752, 10749, 36]",111310,0.384003,[8411],85.0,3.5,2.0,Operator 13,
[99],39452,5.188466,"[4748, 7371]",87.0,7.6,314.0,Exit Through the Gift Shop,
"[18, 10749]",94917,0.669198,"[4, 3468]",118.0,5.8,8.0,Summer and Smoke,
"[18, 28, 10769]",107643,0.437567,[955],88.0,3.8,2.0,Kôiki bôryoku: ryuuketsu no shima,
"[28, 10769, 53]",64651,0.60719,[],85.0,6.4,9.0,Stray Cat Rock: Sex Hunter,119234
"[35, 99]",40594,0.357063,"[59199, 88881]",130.0,8.4,5.0,Julia Sweeney - Letting Go of God,
[27],23104,1.387826,[4395],67.0,5.3,7.0,King of the Zombies,124930
"[28, 18]",37605,1.92857,[8411],91.0,5.7,6.0,The Last Voyage,
"[18, 9648, 53]",91727,1.919229,[8411],116.0,7.6,5.0,Night Must Fall,
"[18, 53, 10752]",41597,1.505294,[11865],95.0,7.1,21.0,Night Train to Munich,
[18],62727,0.905818,[306],102.0,7.7,10.0,Pinky,
"[18, 36, 10752]",25385,1.483111,"[33, 3809, 30200]",107.0,5.8,16.0,Tobruk,
"[18, 80, 53, 28]",64576,0.430769,"[955, 12148]",81.0,5.7,9.0,Nora-neko rokku: Onna banchô,119234
"[12, 14, 28, 878]",32985,9.667535,"[342, 20473, 20474]",104.0,5.6,399.0,Solomon Kane,
"[28, 18, 10749]",44399,4.618566,[306],125.0,6.1,9.0,Blood and Sand,
"[12, 28, 878]",10138,19.083344,[420],124.0,6.6,6969.0,Iron Man 2,131292
"[18, 10752]",32084,3.842922,"[3813, 4520, 5383, 6111, 6475, 21868, 24859]",93.0,6.1,57.0,Levanon,
"[80, 18]",42191,0.51834,[6],79.0,5.1,8.0,Johnny Angel,
"[18, 53]",190906,0.192959,[5594],90.0,7.0,2.0,The Dark Tower,
"[99, 10769]",45615,0.879714,[6008],84.0,6.6,15.0,Reindeerspotting - Escape From Santaland,
"[10751, 35]",38579,12.285545,[306],87.0,5.0,150.0,Marmaduke,
"[28, 12, 35]",37931,11.107782,[7295],90.0,5.1,184.0,MacGruber,
"[80, 53, 35]",27004,9.107829,"[4624, 22712]",108.0,6.0,73.0,Ca$h,
"[35, 37]",10870,7.371876,[7248],86.0,3.8,81.0,Les Dalton,
"[27, 9648, 10769]",54117,0.938167,"[3616, 5346, 7064]",140.0,5.9,18.0,쓰리,
[35],4180,2.850417,"[472, 3823, 8277]",106.0,6.4,37.0,3 hommes et un couffin,12141
[35],55135,0.508196,[52878],107.0,9.0,6.0,Kad porastem biću kengur,
"[28, 12, 16]",15877,3.58447,[12657],121.0,6.7,41.0,Sukai kurora,
"[18, 53, 10749]",72272,0.656954,[8799],111.0,6.2,15.0,La demoiselle d'honneur,
"[10749, 18]",1549,1.942173,"[6301, 23433, 26466]",124.0,7.5,31.0,L'Esquive,
"[10749, 18]",10171,4.984732,"[5982, 5983]",117.0,6.2,18.0,Homo Faber,
[27],38996,1.937881,"[13734, 13735]",88.0,6.4,31.0,Dead of Night,
"[53, 28, 80, 18]",25699,1.734909,"[6181, 7446]",110.0,6.5,13.0,Mannen på taket,
"[53, 28]",18899,5.752058,"[189, 5632]",108.0,6.1,47.0,Fuk sau,
"[28, 35]",45380,1.086502,[],98.0,6.9,22.0,疯狂的石头,
"[53, 27]",48587,0.479963,[],85.0,3.8,5.0,Living Death,
[35],198600,0.174472,[6194],95.0,7.0,1.0,Three Sailors and a Girl,
"[18, 53, 80]",36760,0.823651,[306],79.0,6.3,2.0,The 3rd Voice,
"[35, 10769]",39767,1.797279,[],108.0,4.6,15.0,みんな　やってるか!,
"[35, 27]",17005,3.580087,[5224],89.0,5.8,17.0,Bitten,
[99],26694,0.309604,[],100.0,7.8,6.0,Big River Man,
[],126421,1.800826,"[10361, 10363]",85.0,4.5,3.0,7 dollari sul rosso,
"[37, 28]",121351,0.051886,[],62.0,6.0,1.0,Aces and Eights,
[878],37178,3.172738,"[13, 7928, 16494, 20153, 78610, 95870]",87.0,4.9,34.0,Virtuality,
"[10769, 35]",125271,0.116077,[5070],91.0,7.0,2.0,Otoko wa tsurai yo,435347
"[18, 35, 10749]",5178,3.572157,[11672],95.0,6.0,21.0,The Good Heart,
"[53, 9648, 878]",34069,7.937996,"[823, 5564, 23072, 26025, 26026, 26027, 26029]",120.0,5.9,141.0,Cargo,
"[27, 9648, 53]",23437,10.40191,"[12, 2481]",95.0,5.5,771.0,A Nightmare on Elm Street,8581
"[35, 80, 18]",37495,11.934045,"[9349, 10485, 12180, 15308]",101.0,7.1,428.0,Four Lions,
[],145217,0.005819,[76267],75.0,0.0,0.0,くりいむレモン,
"[18, 10749]",42217,5.792931,"[441, 4376, 6194]",124.0,6.0,13.0,Bobby Deerfield,
"[18, 10749]",19173,5.28626,"[3631, 7660]",95.0,5.5,70.0,Diario de una ninfómana,
[99],42910,0.005079,"[5893, 5894, 5895]",100.0,0.0,0.0,"Lord, Save Us from Your Followers",
"[18, 28, 35, 37]",43090,2.726078,"[164, 806, 807, 1063, 2514, 2743, 11550, 21974]",89.0,6.7,27.0,Gunless,
[35],35169,10.794556,"[491, 3929, 6735, 6736, 34447]",92.0,4.6,150.0,Furry Vengeance,
[99],41116,0.851836,[5843],79.0,6.6,16.0,The Shock Doctrine,
"[35, 18]",25659,0.368102,[],110.0,7.0,4.0,Zenzen daijobu,
"[99, 10752]",37828,2.333307,[7048],105.0,7.0,48.0,Armadillo,
"[35, 10402, 10749]",38726,0.789004,[],132.0,6.3,2.0,Stage Door Canteen,
[18],36950,14.988063,"[5641, 5642, 7429, 21864]",134.0,6.9,104.0,You Don't Know Jack,
"[35, 12]",37565,5.309602,[2650],106.0,5.4,73.0,St Trinian's 2: The Legend of Fritton's Gold,12077
"[80, 18, 53]",38542,7.271526,"[2268, 5705]",100.0,6.4,169.0,The Disappearance of Alice Creed,
"[80, 18]",12219,3.679263,[2230],117.0,7.5,59.0,12 Angry Men,
[27],76822,0.410645,[],92.0,5.5,3.0,Kaidan Shin Mimibukuro: Gekijô-ban,
"[28, 12]",20662,10.56812,"[23, 33, 1645, 7295]",140.0,6.2,1434.0,Robin Hood,
[18],31345,1.952949,"[53, 82, 14680, 47767]",83.0,6.4,15.0,L'Enfance nue,
[],21245,0.152494,[],117.0,6.0,4.0,Kuutamolla,
[18],60677,0.127308,[],0.0,6.2,3.0,Kohtaamisia,
[18],52620,1.062743,[39518],80.0,7.3,14.0,Little Fugitive,
"[53, 28, 18]",34626,3.20408,[],106.0,6.2,43.0,Merantau,
"[28, 12, 18, 53]",47737,1.99751,"[4576, 18206]",120.0,5.5,17.0,Gold,
[18],28575,0.887512,[8411],117.0,4.7,5.0,I'll Cry Tomorrow,
"[35, 99, 10769]",52249,0.181175,[],88.0,6.6,5.0,Det røde kapel,
[27],51442,2.412785,[],85.0,5.8,21.0,American Gothic,
[18],89462,0.702012,[5070],80.0,6.0,2.0,東京の宿,
"[18, 9648]",66022,0.813061,"[33, 1830]",105.0,5.5,11.0,The Chalk Garden,
"[35, 10402, 10749]",38697,0.46387,[6194],124.0,6.5,4.0,Hollywood Canteen,
"[35, 37, 878, 10402]",37511,0.404118,[],61.0,5.8,8.0,Stingray Sam,
"[27, 53, 10769]",21794,1.525381,[],95.0,3.4,14.0,In a Dark Place,
[99],36432,0.655022,[],89.0,7.0,18.0,Art & Copy,
"[35, 18]",35572,0.261998,[],96.0,6.3,6.0,Harishchandrachi Factory,
[18],106813,0.502653,[],88.0,7.5,2.0,Bonhoeffer: Agent of Grace,
"[28, 12, 99, 10769, 9648, 53]",20311,1.12405,[],92.0,6.5,15.0,Love the Beast,
[99],81589,0.158931,[],73.0,7.3,3.0,Must Read After My Death,
"[18, 36, 10752]",8929,3.534935,[2568],97.0,6.8,24.0,Johnny Mad Dog,
[53],7346,1.417527,[5632],87.0,6.4,22.0,文雀,
[37],28894,1.654103,[4934],89.0,6.2,22.0,Rancho Notorious,
[18],44513,1.559697,"[2511, 6216, 11912, 12045, 13205]",83.0,5.0,10.0,Отец и сын,
[35],23050,1.200851,"[306, 2124]",116.0,5.9,8.0,Scavenger Hunt,
"[10769, 18]",96287,0.288025,[],79.0,5.8,5.0,Déficit,
"[80, 18, 53]",23538,5.604096,[],141.0,6.7,51.0,비열한 거리,
[18],27181,2.521661,[16421],87.0,5.9,22.0,O Fantasma,
"[10402, 14, 18, 35, 10749]",5590,4.668104,[1497],90.0,7.6,66.0,Peau d'âne,
[10749],53503,1.291258,[6339],91.0,4.8,6.0,Minä ja Morrison,
"[18, 10769, 10752]",40998,1.210001,[3118],123.0,7.4,8.0,கன்னத்தில் முத்தமிட்டாள்,
[18],5850,1.442059,"[5901, 27104]",111.0,7.8,13.0,Beş Vakit,
"[18, 10752]",18516,1.714132,"[702, 1872, 5565, 17388]",106.0,6.4,22.0,Adam Resurrected,
"[28, 16, 878]",31261,1.731527,[5133],120.0,6.9,25.0,Halo Legends,
[18],39056,0.606866,"[1779, 73443]",128.0,7.5,11.0,式日,
"[80, 18]",24757,2.584212,"[5373, 22793, 23462]",87.0,5.3,15.0,Stoic,
"[27, 18, 53]",26587,5.967679,"[707, 22056, 46382]",108.0,5.6,71.0,Dread,
"[18, 35]",36801,8.740728,[88031],94.0,6.6,77.0,Cemetery Junction,
[99],92501,0.242952,[33290],91.0,7.0,1.0,Hell's Highway: The True Story of Highway Safety Films,
"[18, 10749]",46705,11.107914,"[2290, 2293, 7215, 11335, 11336, 11337, 11338]",112.0,6.9,911.0,Blue Valentine,
"[28, 35, 53, 10749]",37821,6.540621,"[817, 1632, 60022]",100.0,5.7,792.0,Killers,
[35],261538,0.000589,[],91.0,0.0,0.0,Otoko wa tsurai yo: Torajiro aiaigasa,435347
[35],253232,,[192],114.0,0.0,0.0,Otoko wa tsurai yo: Torajiro koiuta,435347
[],173865,0.205786,[90753],,6.5,6.0,Esa ja Vesa – auringonlaskun ratsastajat,
"[12, 28]",225503,0.00461,[62562],150.0,0.0,0.0,The Adventures of Tarzan,
[27],29069,1.132207,[1950],80.0,3.9,7.0,The Velvet Vampire,
[27],26962,1.945492,"[19528, 23564]",88.0,2.7,12.0,Puppet Master vs Demonic Toys,264434
[],37255,0.043068,[],120.0,10.0,1.0,Ween: Live in Chicago,
"[18, 10769]",122188,0.668735,[],132.0,7.0,2.0,Sada　戯作・阿部定の生涯,
"[10752, 18]",51792,0.056336,"[4, 4182]",78.0,0.0,0.0,Aerial Gunner,
[35],99236,0.001179,"[1460, 8411]",79.0,0.0,0.0,Panama Hattie,
"[35, 18]",174784,0.915572,[8411],82.0,5.5,1.0,Lucky Night,
"[35, 36]",14257,5.507194,"[9, 23123, 23124, 23125]",108.0,7.5,98.0,La Folie des grandeurs,
[27],5424,1.188769,"[6082, 17907]",90.0,5.2,30.0,Antropophagus,
"[27, 53]",39453,0.967814,[],86.0,5.8,4.0,Death and Cremation,
"[18, 53, 9648]",26388,7.389437,"[2577, 11564, 11565, 11566]",94.0,6.6,853.0,Buried,
"[99, 10769]",44878,0.233582,[],94.0,5.3,4.0,Sleep Furiously,
"[80, 18, 10749]",116746,0.001396,[],70.0,0.0,0.0,Parisian Love,
"[18, 10749, 10769]",64811,0.286364,"[1980, 8213]",91.0,7.5,2.0,Girl with Green Eyes,
"[27, 53]",39024,0.763369,[78890],115.0,7.7,13.0,Pintu Terlarang,
"[18, 53, 10769]",38307,0.279744,[],81.0,6.0,7.0,Apan,
[99],134901,0.00353,[],72.0,0.0,0.0,Life After Tomorrow,
"[18, 36]",30527,1.334478,"[5054, 5055, 5056, 5057]",112.0,7.0,12.0,Shake Hands With the Devil,
"[12, 14, 28, 10749]",9543,18.459955,"[2, 130]",116.0,6.2,2372.0,Prince of Persia: The Sands of Time,
[35],43317,3.2245,[4],109.0,6.9,19.0,Artists and Models,
"[35, 18]",40247,5.630136,"[58, 1785, 46402]",90.0,6.0,57.0,Please Give,
"[16, 10751, 10402]",14518,1.500002,"[6551, 6552, 6553, 6554, 6555]",32.0,6.7,19.0,Peter & the Wolf,
"[35, 18, 10749]",26427,0.322493,[15913],113.0,8.0,3.0,Hoffman,
"[28, 14]",37034,4.434924,"[3407, 10146, 12205, 12206]",115.0,6.2,49.0,Su Qi-Er,
"[27, 53, 9648]",35197,1.674675,[5535],90.0,4.8,16.0,The Reeds,
"[27, 53]",36686,3.512529,"[4030, 10420, 22506, 23712, 23713]",89.0,3.7,12.0,Ligeia,
[99],115064,0.025697,[32393],66.0,0.0,0.0,Supermen of Malegaon,
"[18, 35]",25846,7.109369,[6246],150.0,7.1,124.0,Baarìa,
"[18, 10752]",73931,0.006668,[],110.0,5.0,1.0,Reunion,
"[27, 10769]",30913,1.049373,[],84.0,5.7,21.0,À Meia Noite Levarei Sua Alma,429234
[35],198306,0.868537,[],73.0,7.5,16.0,Ricky Gervais Live: Animals,
[35],198307,1.602457,[13],68.0,7.5,14.0,Ricky Gervais Live 2: Politics,
"[35, 10402, 10749]",62492,1.250767,[14298],96.0,3.8,2.0,The Wedding Weekend,
"[35, 18]",112882,0.844253,[10652],90.0,6.7,6.0,東京の合唱,
"[35, 18, 10749]",37786,7.255991,"[12, 79, 3268, 7429]",146.0,5.5,434.0,Sex and the City 2,50457
"[28, 12, 18, 10752]",66775,1.288199,[441],157.0,7.0,15.0,Young Winston,
"[10752, 12, 36]",44398,0.478484,[11865],116.0,6.9,4.0,The Black Rose,
"[80, 18, 53]",25551,2.030317,"[441, 893]",88.0,6.7,10.0,The Sniper,
"[18, 10769]",22241,0.320519,[],0.0,5.0,1.0,Firaaq,
"[18, 35, 10749]",71756,0.694499,[28520],123.0,6.1,4.0,Chhoti Si Baat,
[18],58086,0.32147,[],120.0,6.2,9.0,Il passato è una terra straniera,
"[35, 18, 10749]",29151,2.074774,"[57094, 66334]",80.0,5.1,20.0,Brief Interviews with Hideous Men,
[35],32823,7.33335,"[33, 158, 7295, 10105]",109.0,5.9,626.0,Get Him to the Greek,
"[27, 53]",29923,0.66715,[5006],77.0,5.4,9.0,Snarveien,
"[18, 53]",38199,6.983803,"[737, 3319, 5683, 12410, 12411]",97.0,6.7,430.0,Unthinkable,
"[18, 10749, 53]",80844,0.517164,[4988],165.0,5.6,5.0,The Other Side of Midnight,
"[18, 10749]",42614,0.112326,[8411],84.0,7.5,2.0,Our Dancing Daughters,
[18],139383,0.798206,[11356],95.0,6.4,7.0,Betrayal,
"[18, 10749]",43879,1.951353,[8411],125.0,5.8,6.0,Romeo and Juliet,
"[16, 35]",36736,6.088599,"[1538, 5615]",70.0,6.4,39.0,The Drawn Together Movie: The Movie!,
[18],132328,0.06433,[5740],100.0,7.5,1.0,It's Good to Be Alive,
[35],35217,2.631214,"[107, 331, 336, 1624, 1989, 3045]",110.0,6.6,57.0,Friendship!,
"[35, 10749]",34806,6.629999,"[1423, 5490]",106.0,5.7,468.0,The Back-Up Plan,
"[27, 53, 878]",37707,8.181407,"[9, 1786, 3319, 5106]",104.0,5.5,682.0,Splice,
"[35, 36, 10769]",39376,0.685049,"[729, 5545]",155.0,6.5,16.0,Amintiri din epoca de aur,
"[35, 10749]",1785,2.321564,[750],107.0,6.4,17.0,Milou en Mai,
"[35, 10769]",10241,1.172867,[2591],114.0,6.9,16.0,Conte d'hiver,104068
[18],32720,0.818375,"[9, 876, 22811, 29229]",72.0,6.9,14.0,"Je vous salue, Marie",
[18],51413,0.931142,"[2440, 11816]",106.0,6.5,22.0,Kasi az gorbehaye irani khabar nadareh,
"[18, 10752]",38318,7.091212,"[3467, 24535, 48081]",180.0,5.0,15.0,Утомленные солнцем 2: Предстоящие,23170
"[35, 10749]",42744,1.299084,[1980],84.0,6.3,13.0,The Knack... and How to Get It,
"[18, 10769]",29272,0.660036,"[7254, 7255, 8943, 11408, 11427, 16055, 18585, 18586, 18587, 18588]",119.0,5.2,10.0,El Greco,
"[80, 18]",13058,4.285194,"[1178, 6359]",99.0,6.0,48.0,Adulthood,159603
"[35, 18, 10749]",37056,7.282488,"[491, 28048]",105.0,6.6,823.0,Letters to Juliet,
"[12, 27, 53]",34480,5.306121,[3573],94.0,6.0,276.0,The Descent: Part 2,87258
[35],38570,6.138381,[2262],82.0,3.2,34.0,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,
[18],35166,0.165803,[10618],100.0,5.0,4.0,Reconstituirea,
[18],38846,2.291742,"[6111, 29378]",97.0,6.5,35.0,La belle personne,
"[35, 18, 14]",73576,1.418646,"[8608, 9342]",115.0,6.3,16.0,Русалка,
[35],32830,0.15472,[],94.0,6.3,3.0,American Fork,
"[10749, 18]",52726,0.443843,"[142, 2342, 11788, 79180]",112.0,6.0,5.0,Gervaise,
"[35, 18, 10749]",27735,4.033627,[],89.0,5.5,13.0,Wonderful World,
[18],54254,1.165679,[94930],96.0,6.9,15.0,آواز گنجشک‌ها,
"[53, 9648]",29917,5.810371,"[5004, 5005]",101.0,6.6,531.0,Exam,
"[18, 10769]",68429,1.348411,[13247],65.0,6.9,18.0,Yuke yuke nidome no shojo,
[18],47238,0.478934,"[729, 13413, 74917]",85.0,4.8,5.0,Koridorius,
"[35, 10749]",132928,0.749298,[],98.0,6.0,2.0,No Time for Comedy,
"[35, 18, 10769]",19713,1.478869,[3662],85.0,5.0,18.0,How to Be,
[18],50182,0.303726,[9005],273.0,7.0,8.0,La Roue,
[99],254738,0.00302,[],180.0,0.0,0.0,Uzel,
"[10402, 18]",42139,0.004425,[47804],67.0,7.3,8.0,Bodas de sangre,
"[14, 35, 878]",3589,0.576112,[1486],85.0,5.8,7.0,It Happened Tomorrow,
"[18, 10769, 10749]",25869,1.091632,"[3653, 16854]",216.0,5.7,14.0,Salaam-E-Ishq,
"[18, 10749, 10769]",30695,0.745225,[],158.0,4.7,10.0,Chance Pe Dance,
"[35, 18]",94225,1.027036,[893],109.0,8.8,5.0,Bless the Beasts & Children,
"[10402, 35]",108224,0.235125,[28205],93.0,5.0,5.0,Whoopee!,
"[18, 36]",88192,0.938416,[6194],103.0,5.5,9.0,Dr. Ehrlich's Magic Bullet,
"[18, 9648, 53]",28434,3.21606,[306],93.0,5.5,12.0,The House on Telegraph Hill,
"[35, 18]",28871,1.139949,[],100.0,6.2,13.0,How About You...,
[18],35129,0.584232,"[5526, 5527]",85.0,6.4,8.0,Edge of the City,
"[99, 10749]",31041,0.458602,[],109.0,5.0,1.0,No Greater Love,
"[18, 10752]",12832,1.377856,"[2717, 4606, 5755]",131.0,6.7,15.0,Anonyma - Eine Frau in Berlin,
[99],39246,1.395757,[],83.0,6.5,24.0,Talhotblond,
"[35, 18, 10751, 27, 9648, 53]",33116,0.23636,[],99.0,4.0,4.0,Godspeed,
"[10749, 18, 35]",79372,0.822419,[8411],105.0,5.4,5.0,Tortilla Flat,
"[35, 10402, 10749]",42767,0.661981,[8411],102.0,5.0,1.0,Three Little Words,
"[28, 37, 18, 14, 53]",20533,9.482806,[6194],80.0,4.5,427.0,Jonah Hex,
"[53, 28, 12, 35, 80]",34544,16.747793,"[289, 306, 444, 1645, 2528, 5585, 10893, 10908]",117.0,6.2,1737.0,The A-Team,
[18],48003,0.285559,[516],104.0,8.5,3.0,Gigot,
"[35, 10769]",19276,0.102219,[],135.0,4.3,2.0,Dhoondte Reh Jaoge,
[18],44006,0.377325,"[2008, 6194, 16355]",165.0,6.1,9.0,Othello,
"[16, 10751, 35]",10193,16.96647,"[2, 3]",103.0,7.6,4710.0,Toy Story 3,10194
[99],41397,0.756406,[10369],84.0,6.7,13.0,Joan Rivers: A Piece of Work,
"[10749, 18]",43882,0.619084,"[306, 11865]",98.0,5.9,13.0,No Highway in the Sky,
"[80, 18, 10749]",99627,0.308694,[8411],108.0,7.8,2.0,"East Side, West Side",
[18],39641,2.312705,[345],97.0,5.9,34.0,À Deriva,
[18],35164,2.88063,"[591, 2577, 2700, 6896]",130.0,6.2,32.0,À l'origine,
"[10751, 16, 10770, 12, 18]",45974,0.374639,[1353],90.0,6.1,7.0,The Halloween Tree,
[35],198308,1.411983,[],79.0,6.7,13.0,Ricky Gervais Live 3: Fame,
"[14, 18, 10749, 10769]",25868,1.901261,[],132.0,5.9,9.0,Aladin,
[18],39013,7.27941,"[10039, 19778]",100.0,6.8,575.0,Winter's Bone,
[],162880,0.681666,[],9.0,5.8,2.0,Tell-Tale,
"[18, 10769, 10749]",63883,0.125223,[],105.0,4.0,2.0,Drama/Mex,
"[18, 878]",8652,0.862305,"[684, 2467]",95.0,6.2,11.0,비몽,
"[18, 27, 9648]",18897,10.681024,"[790, 850, 856, 3307, 3984, 5358, 6519, 6586, 7466, 8303, 11248, 11776, 11920, 11921, 11924, 11938, 12030, 12031, 12032, 12033, 12034, 12035]",110.0,5.8,54.0,Ne te retourne pas,
"[36, 28, 10749, 18]",38027,2.854369,"[4, 10308]",127.0,6.0,22.0,Mandingo,
"[35, 18]",52072,0.294108,[40989],130.0,6.8,5.0,Mayıs Sıkıntısı,
"[18, 10749, 10769]",1787,1.454386,[755],100.0,5.4,10.0,Les Biches,
"[28, 35, 37]",32068,6.559114,"[12265, 12266]",102.0,5.7,20.0,The Scalphunters,
[27],48636,2.099329,[],104.0,5.3,24.0,Nekromantik 2,173628
[35],21531,1.409127,[7036],106.0,6.2,29.0,플란다스의 개,
[18],108017,1.322761,[17620],55.0,6.6,11.0,Terje Vigen,
[27],45009,1.236186,[],88.0,4.5,16.0,Shark in Venice,
[99],44999,0.616048,"[1030, 2740, 6735]",118.0,7.3,15.0,Casino Jack and the United States of Money,
"[18, 36]",41142,0.320384,[],193.0,6.8,6.0,Täällä Pohjantähden alla,463068
"[35, 12, 14, 16, 10751]",10192,11.803808,[521],93.0,6.0,2021.0,Shrek Forever After,2150
"[35, 18, 10749]",24663,1.807794,[],90.0,4.8,19.0,The Open Road,
"[18, 53]",24797,1.613703,[],90.0,2.5,4.0,Magic Man,
"[18, 35]",61120,0.177453,[10100],22.0,7.4,5.0,A Sense of History,
[99],62414,0.071756,[],60.0,8.0,2.0,A Hot Dog Program,
"[10752, 18]",149511,0.277185,[12838],234.0,5.0,1.0,Popioly,
"[18, 10749]",33809,2.417076,"[46, 201, 1618, 13001]",119.0,6.1,26.0,Alle Anderen,
"[28, 18, 80, 53]",38780,5.085308,"[1062, 1063, 5723, 22793, 22794]",85.0,6.0,132.0,Rampage,283417
[18],56809,0.475101,[],80.0,6.2,5.0,Coming Down The Mountain,
"[14, 18, 35]",37711,0.751468,"[1598, 2752, 3362, 4641, 6452, 9177, 12149]",111.0,4.7,5.0,オペレッタ狸御殿,
"[9648, 14, 53, 27]",110901,1.900438,[],139.0,5.6,4.0,陽炎座,
[18],211256,0.046349,[5070],88.0,10.0,1.0,Kaze no naka no kodomo,
[],46341,0.131963,[],,5.2,3.0,El próximo Oriente,
"[80, 18, 53]",37414,6.324751,"[163, 3572]",109.0,6.0,175.0,The Killer Inside Me,
"[28, 12, 35, 18, 878, 53]",44680,1.847803,[],96.0,6.2,20.0,The Wild Hunt,
[18],108705,0.510588,"[6651, 20767, 81779]",86.0,9.5,2.0,La discesa di Aclà a Floristella,
"[10752, 18]",70804,0.834679,[21594],166.0,7.9,7.0,J'accuse!,
"[878, 53]",51138,0.460791,[],93.0,3.1,4.0,The Moment After 2: The Awakening,168618
"[28, 12, 18]",26916,0.643784,[],106.0,5.5,2.0,Mercy Streets,
"[10749, 18, 10402]",16890,2.074206,"[3231, 18666, 23058, 54814, 54818]",95.0,6.4,11.0,The Guitar,
"[14, 18, 35, 878, 10749]",39545,5.081422,[3017],99.0,5.9,91.0,TiMER,
[18],53796,0.145548,[92838],90.0,4.0,2.0,The Trespasser,
[18],42615,0.227906,[8411],91.0,7.0,4.0,A Woman of Affairs,
[99],120529,1.233761,[],88.0,6.2,3.0,Chelsea on the Rocks,
[18],34599,0.857342,"[306, 32177, 32178]",113.0,6.0,8.0,Heart Like A Wheel,
[18],47282,0.424104,[15180],357.0,10.0,1.0,Little Dorrit,
[18],16878,0.965066,"[3226, 3227]",101.0,6.0,2.0,Saving God,
"[28, 12, 80]",13989,5.982091,"[2850, 10850, 10851]",102.0,7.1,168.0,24: Redemption,
"[28, 10749]",44534,1.057092,[306],140.0,7.4,5.0,Captain from Castile,
"[28, 10752, 18]",43780,0.649117,"[11382, 14197]",102.0,6.4,10.0,One of Our Aircraft Is Missing,
"[35, 18]",31677,0.229955,[44964],95.0,7.0,4.0,Diary of a Mad Housewife,
"[99, 35]",40819,0.98166,[],93.0,7.4,49.0,Best Worst Movie,123218
[99],68701,0.075409,[73494],90.0,5.5,2.0,Beetle Queen Conquers Tokyo,
"[35, 18, 10769, 10749, 53]",43699,0.970579,[],90.0,6.0,9.0,The Deal,
"[10770, 18, 36]",45371,1.753332,[],93.0,5.7,15.0,The Special Relationship,
"[18, 10749]",109970,0.982457,[8411],98.0,7.0,3.0,Three Comrades,
"[12, 14, 18, 10749]",24021,34.047399,"[491, 4000, 5218, 5219, 12292]",124.0,5.9,2382.0,The Twilight Saga: Eclipse,33514
"[35, 18, 10749]",36691,5.829644,"[10226, 10254, 23596]",90.0,5.8,85.0,Solitary Man,
"[18, 10749]",39334,0.370737,[],86.0,6.0,2.0,Hannah Free,
"[14, 18, 53, 10769]",41499,0.888024,[],80.0,5.3,9.0,Barbe Bleue,
"[99, 10769]",40215,0.075737,[],96.0,8.5,2.0,The Betrayal (Nerakhoon),
"[10752, 28, 18]",69847,0.125698,[306],97.0,6.5,2.0,Wing and a Prayer,
"[53, 18]",33913,0.398101,"[591, 744]",94.0,6.3,2.0,Demain dès l'aube,
"[14, 18]",34647,8.378149,"[225, 856]",161.0,7.2,397.0,Enter the Void,
[18],18530,3.877603,"[393, 738, 23486, 23487]",101.0,5.5,29.0,The Cry of the Owl,
[99],27865,0.577076,[],108.0,7.5,15.0,Le monde selon Monsanto,
"[35, 10749]",52365,1.185885,[8411],100.0,3.9,6.0,Dream Wife,
[18],51054,0.378345,"[4, 18288]",98.0,6.8,8.0,The Slender Thread,
"[10769, 53]",32866,0.00631,[],104.0,0.0,0.0,Accident On Hill Road,
"[35, 18, 12]",42891,0.72589,[695],99.0,5.8,3.0,Tennessee,
"[28, 12, 10751, 14]",10196,9.544657,"[4, 2348, 7383, 8805, 12236]",103.0,4.7,1180.0,The Last Airbender,
[18],21042,2.945585,"[3718, 15165, 28713]",136.0,6.7,27.0,Otac na sluzbenom putu,
[37],37301,1.929093,[13370],95.0,6.0,21.0,A Big Hand for the Little Lady,
"[18, 53]",91487,1.852757,"[1250, 1766, 2399, 2400]",122.0,6.7,19.0,État de siège,
